5
6
4
7
9
6
7
4
8
16
9
14
9
15
7
11
22
17
23
27
28
30
31
37
32
42
35
47
44
29
52
70
150
98
109
118
112
139
98
105
142
143
13
254
97
108
97
89
86
73
72
66
65
57
45
46
43
38
26
25
25
15
15
9
0
11
3
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
